time,burnup_percent_fima,c,mb,md,Nb,Nd,Vb,Vd,Rb,Rd,nvb,nvd,generated,retained,q_gb,swelling_b,swelling_d,swelling_ig,p_b,p_d,p_b_eq,p_d_eq,lambda_d,nu_b,phi_b,phi_d,f_cap_step,cap_raw_step,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent
0.0,0.0,0.0,0.0,0.0,0.0,2.2922836911790813e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220000000000000.0,2220000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,0.000786684038671344,2.4121222391484763e+20,0.0,6.219949592274669e+22,0.0,2.291755789844446e+19,0.0,3.5912321713040693e-25,0.0,4.409455437032808e-09,0.0,1.0074650259674965e+23,6.462662256154814e+22,6.244070814666154e+22,2.1859144148865977e+21,0.0,8.230227121261742e-06,8.230227121261742e-06,0.0,583539211.726532,2220000000000000.0,503463530.06662273,1.0,0.0,0.0,0.0,1.153013153584107e-06,1.153013153584107e-06,1.153013153584107e-06,1.153013153584107e-06,0.0,1.153013153584107e-06,0.37323971817516155,0.0,96.2443857614717,3.3823745203531397
7200.0,0.001573368077342688,2.4428690726151314e+20,0.0,1.246251312796142e+23,174737812052847.1,2.2911659469170495e+19,0.0,7.6067517684424e-25,0.0,5.662873734975391e-09,0.0,2.3396492469751204e+23,1.2925324512309627e+23,1.248694181868757e+23,4.3838269362205685e+21,0.0,1.7428330618506273e-05,1.7428330618506273e-05,0.0,503463548.51954454,2220000000000000.0,392027105.6528594,1.000020575872622,48538343687.08006,0.0,0.00036858827714779786,1.288904491824948e-06,1.288904491824948e-06,2.441917645409055e-06,2.441917645409055e-06,225220641.13447416,1.288904491824948e-06,0.18899866462065446,0.0,96.41934418043088,3.391657154948462
10800.0,0.0023600521160140322,2.5985355219321635e+20,48563440294752.23,1.8692305297778863e+23,353958271720667.8,2.2904206164546224e+19,1.1902162738694778e-29,1.268528839487305e-24,1.4163777363894632e-10,6.715379779051135e-09,2908699527874.68,4.506712816610797e+23,1.938798676846444e+23,1.8718290657854524e+23,6.696961106099168e+21,4.212868952726534e-15,2.9054646065289798e-05,2.9054646069502666e-05,15780608390.552778,392027144.61315316,15673784916.014551,330584430.52251023,1.0000435721934433,49783647103.54094,0.0,0.00018387842158043113,1.8926063108411832e-06,1.8926063108411832e-06,4.334523956250238e-06,4.334523956250238e-06,895125567.8337404,1.8926063108411832e-06,0.1340281254038617,2.504821200607748e-08,96.41179107973635,3.4541807698116034
14400.0,0.003146736154685376,2.745146203362622e+20,213906616503504.16,2.491429406693554e+23,556746960554627.5,2.2895918033711014e+19,3.3334547758246556e-29,1.8338421891388917e-24,1.9964969576951073e-10,7.593193200668642e-09,12899221290491.06,7.123267837601119e+23,2.5850649024619254e+23,2.4941745550359826e+23,9.08903474259428e+21,1.855890814586684e-14,4.198750044928523e-05,4.198750046784414e-05,15673784916.014553,330584486.8090922,11119475997.41359,292367116.35422516,1.000072640414111,56330504771.43103,0.0,0.0001225478220059268,2.026667382431481e-06,2.026667382431481e-06,6.361191338681719e-06,6.361191338681719e-06,2023468759.834014,2.026667382431481e-06,0.10619254474996896,8.27470971037466e-08,96.37782805069241,3.515979321810528
18000.0,0.00393342019335672,2.8876601372350274e+20,511172744991690.56,3.112870244931118e+23,783063628383284.5,2.2887031344949e+19,5.710784705509289e-29,2.4406522415725422e-24,2.3889243259776465e-10,8.352293836779355e-09,43450674843100.97,1.0063418754911665e+24,3.2313311280774065e+23,3.1157579101800794e+23,1.155732178973271e+22,4.4719077924118706e-14,5.585928435499081e-05,5.5859284399709886e-05,11119475997.413591,292367188.40957624,9292885403.942146,265795246.59731466,1.0001049766849173,62866210992.24777,0.0,9.190716891756476e-05,2.1604116431105053e-06,2.1604116431105053e-06,8.521602981792225e-06,8.521602981792225e-06,3715212194.751834,2.1604116431105053e-06,0.08936441431655882,1.581926223994972e-07,96.3339912113318,3.5766442161590364
21600.0,0.0047201042320280644,3.027031760719029e+20,962014226978665.5,3.7335716585589904e+23,1033488177379307.0,2.287764101778722e+19,8.188748609215667e-29,3.082605263319334e-24,2.69386799000683e-10,9.028378726442764e-09,97846224136231.39,1.3276704727569122e+24,3.8775973536928875e+23,3.736598699939851e+23,1.4099865375303652e+22,8.462974875155635e-14,7.052273661376117e-05,7.052273669839092e-05,9292885403.942148,265795333.78817132,8240938339.351853,245891324.15302363,1.0001396622532763,69563028670.32227,0.0,7.352929101175447e-05,2.2779281141737137e-06,2.2779281141737137e-06,1.0799531095965938e-05,1.0799531095965938e-05,6069429332.407712,2.2779281141737137e-06,0.0780646231315428,2.480954413852374e-07,96.28569750810429,3.636237620668746
25200.0,0.005506788270699408,3.163641652100043e+20,1589093656019144.2,4.3535494990701874e+23,1308668805731861.0,2.286780101901153e+19,1.072827206962112e-28,3.7561294656038616e-24,2.947680373620843e-10,9.643114301916906e-09,182257742676829.38,1.6734519952880314e+24,4.5238635793083685e+23,4.356713156613224e+23,1.6715042269514451e+22,1.4039754996917552e-13,8.589442122107522e-05,8.589442136147277e-05,8240938339.351852,245891426.17051342,7531345731.603248,230216082.73985693,1.0001763292245436,76439930309.61833,0.0,6.127923884831993e-05,2.384678702791856e-06,2.384678702791856e-06,1.3184209798757795e-05,1.3184209798757795e-05,9190191404.459383,2.384678702791856e-06,0.06993229562823636,3.51269137134788e-07,96.23520742276186,3.694859930340767
28800.0,0.006293472309370752,3.2977985157833504e+20,2416110824348707.0,4.9728173787926e+23,799594691151083.0,2.285754999951002e+19,2.6792057087613257e-28,4.4586910388612855e-24,3.9991941046525917e-10,1.0210325561462485e-08,303219707347676.4,2.0416429270212862e+24,5.1701298049238495e+23,4.976115201469488e+23,1.940146034543613e+22,2.1422786612272306e-13,0.00010191475335313911,0.00010191475356736697,7531345731.60325,230216199.3891413,5551118405.123901,217426955.35381308,1.0002147692578216,83495082173.52783,4.6667362196723525,5.2529556076786944e-05,2.856965708143793e-06,2.856965708143793e-06,1.604117550690159e-05,1.604117550690159e-05,11474612544.004713,2.856965708143793e-06,0.06378560384775336,4.673211148485456e-07,96.1836078865305,3.7526060423006906
32400.0,0.007080156348042097,3.429772995523793e+20,2841063061927933.0,5.591387148500259e+23,1017670999290390.4,2.284691851780227e+19,2.5118401418536296e-28,5.18830313488801e-24,3.914122940082507e-10,1.0739372616864314e-08,483741715762846.9,2.430631239929673e+24,5.8163960305393306e+23,5.5948169499064125e+23,2.215790806329181e+22,2.556226867217899e-13,0.00011853673896844444,0.00011853673922406712,5551118405.123901,217427086.49142638,5671768705.234394,206715986.0450206,1.00025483363057,90726584843.39516,0.494640712041276,4.596710265762347e-05,2.47455555898613e-06,2.47455555898613e-06,1.851573106588772e-05,1.851573106588772e-05,13992902204.165398,2.856965708143793e-06,0.05896732233354756,4.884576371709842e-07,96.1314724640886,3.8095597251202302
